Site, Site name, Start, End, Lat, Lon
026016, LUCINDALE POST OFFICE, 1879, .., -36.9731, 140.3664
026017, PADTHAWAY (MARCOLLAT), 1935, .., -36.5010, 140.3835
026018, MILLICENT, 1877, .., -37.5872, 140.3426
026019, MOUNT BURR FOREST RESERVE, 1924, 1995, -37.5575, 140.4197
026020, MOUNT GAMBIER POST OFFICE, 1860, 1975, -37.8333, 140.7833
026021, MOUNT GAMBIER AERO, 1941, .., -37.7473, 140.7739
026022, MOUNT MCINTYRE, 1898, 1968, -37.5500, 140.5500
026023, NARACOORTE, 1868, 2001, -36.9564, 140.7402
026024, NARACOORTE CAVE RANGE, 1887, 1977, -37.0333, 140.8000
026025, PENOLA POST OFFICE, 1861, .., -37.3803, 140.8379
026026, ROBE, 1860, .., -37.1628, 139.7560
026027, TANTANOOLA, 1950, .., -37.6957, 140.4601
026028, FRANCES (WAVERLEY), 1934, 1968, -36.6833, 140.8167
026029, KERCOONDA, 1956, 1965, -36.4167, 139.9000
026030, BISCUIT FLAT (WOOLMIT), 1901, .., -37.0153, 139.9612
026031, KONGORONG, 1938, 1944, -37.9000, 140.5500
026032, TARATAP, 1914, 1935, -36.6000, 139.9500
026033, CANTARA, 1892, 1927, -36.3167, 139.7167
026034, COMAUM FOREST RESERVE, 1954, 1991, -37.2008, 140.9136
026035, NOOLOOK WELL (NOOLOOK FOREST RESERVE), 1954, 2002, -36.9994, 139.7994
026036, PENOLA STATE FOREST RESERVE, 1954, 1994, -37.4886, 140.8269
026037, BORDERTOWN (YACCA VALE), 1959, .., -36.5822, 140.7293
026038, PADTHAWAY, 1962, 1979, -36.6000, 140.5000
026039, CONMURRA, 1898, 1934, -37.0833, 140.0833
026040, CROWER, 1908, 1925, -37.0833, 140.2833
026041, MYORA, 1893, 1922, -37.8167, 140.9333
026042, NETLEY PARK, 1915, 1924, -37.1000, 140.8000
026043, TARLOOPE, 1913, 1924, -37.0833, 140.6500
026044, CAPE JAFFA LIGHTHOUSE, 1965, 1973, -36.9500, 139.5833
026045, COONAWARRA, 1965, 1986, -37.3000, 140.8333
026046, MORAMBRO STATION, 1883, 1907, -36.7833, 140.5833
026047, GLENCOE STATION, 1882, 1906, -37.7000, 140.6167
026048, BEACHPORT HARBOUR MASTER, 1968, 1968, -37.5000, 140.0167
026049, POLICEMAN POINT, 1968, 2015, -36.0582, 139.5913
026050, BEACHPORT (PATAWITA), 1968, 2001, -37.3981, 140.1264
026051, KINGSTON (CENTANINTI), 1968, 1979, -36.4667, 139.9167
026052, COORONG (CORTINA), 1968, 1983, -36.3333, 139.7667
026053, AVENUE (SHERACO), 1969, 2001, -36.9989, 140.1900
026054, KINGSTON (MOUNT SCOTT), 1969, 2005, -36.7875, 140.0894
026055, FRANCES (KARANA PARK), 1969, 1979, -36.7000, 140.7333
026056, NARACOORIE (KEPPOCH PARK), 1969, 1975, -36.6833, 140.5333
026057, FURNER (KOOKOOTONGA), 1969, 2000, -37.4306, 140.4667
026058, BORDERTOWN (BEEAMMA SECTION 95), 1969, .., -36.6064, 140.7118
026059, PENOLA (ELAD), 1969, 2001, -37.1783, 140.4589
026060, GLENCOE, 1969, 1975, -37.6833, 140.6167
026061, PENOLA (NARANGGA), 1969, 1976, -37.3667, 140.5500
026062, NARACOORTE (BETTWS-Y-COED), 1969, .., -36.9229, 140.5809
026063, PADTHAWAY (VALLEY VIEW PASTORAL), 1969, 1976, -36.5667, 140.5500
026064, TARPEENA EAST, 1969, 1975, -37.6333, 140.8167
026065, SALT CREEK (PITLOCHRY OUTSTATION 1), 1968, 2021, -36.2789, 139.8426
026066, WILLALOOKA SECTION, 1969, 1979, -36.4500, 140.2833
026067, MOUNT SCHANK (JETHIA), 1969, .., -37.9594, 140.7703
026068, KILLANOOLA, 1969, 1978, -37.2167, 140.7500
026069, LUCINDALE (GREENVALE), 1969, .., -36.8073, 140.3870
026070, KONETTA E&WS, 1970, 1982, -37.2667, 140.1167
026071, GREENWAYS, 1970, 2004, -37.2068, 140.1609
026072, BEACHPORT (BRAEMOOR), 1971, 1976, -37.3000, 140.0667
026073, LAKE HAWDON, 1971, 1972, -37.2167, 140.0000
026074, CAROLINE FOREST RESERVE, 1971, 1991, -37.9167, 140.8500
026075, WRATTONBULLY (JOEVILLE), 1967, .., -37.1428, 140.9498
026076, TARPEENA (PLEASANT PARK), 1973, 2001, -37.6397, 140.8586
026077, PENOLA (WINDAMERE), 1972, 1991, -37.3311, 140.6978
026078, AVENUE, 1973, 2018, -36.9421, 140.2363
026079, NARACOORTE (KOPPAMURRA), 1972, 2006, -37.0467, 140.9260
026080, MILLICENT SECTION 28, 1973, 1976, -37.4833, 140.4500
026081, CAROLINE (HEININGER), 1973, 1977, -37.9667, 140.8500
026082, STRUAN, 1974, .., -37.0951, 140.7911
026083, SALT CREEK (PITLOCHRY HOMESTEAD), 1974, 2021, -36.2333, 139.8491
026084, SALT CREEK (KENDAL STATION), 1974, 2001, -36.1392, 139.8814
026085, MOUNT GAMBIER (BLUE LAKE HOLIDAY PARK), 1975, .., -37.8457, 140.7686
026086, FURNER (KENNION SECTION 235), 1975, .., -37.3797, 140.3294
026087, PENOLA (BENDLEBY), 1979, 2001, -37.2633, 140.6800
026088, WILLALOOKA (YARDOOKRA), 1979, .., -36.4006, 140.2698
026089, PADTHAWAY, 1977, 2000, -36.5958, 140.4864
026090, ALLENDALE EAST POST OFFICE, 1983, 1989, -38.0042, 140.7078
026091, COONAWARRA, 1985, .., -37.2906, 140.8254
026092, BOOL LAGOON GAME RESERVE, 1968, 1998, -37.1072, 140.7242
026093, MOUNT BURR TELECOM, 1967, 1992, -37.6039, 140.4811
026094, REEDY CREEK (WOOLMIT), 1980, 2003, -36.9563, 139.9947
026095, CAPE JAFFA (THE LIMESTONE), 1991, .., -36.9655, 139.7164
026096, PENOLA (ANDABAGO), 1991, 2006, -37.3162, 140.6992
026097, PENOLA CAVES RANGE, 1992, 2005, -37.3932, 140.6782
026098, NANGWARRY FORESTRY SA DEPOT, 1994, .., -37.5422, 140.8137
026099, NARACOORTE AERODROME, 1998, .., -36.9813, 140.7270
026100, PADTHAWAY SOUTH, 2000, .., -36.6539, 140.5212
026101, FURNER (WOOMERA HOMESTEAD), 2000, .., -37.4003, 140.3351
026102, MOUNT GAMBIER COUNCIL DEPOT, 2000, .., -37.8221, 140.7593
026103, BOOL LAGOON (LOCKSLEY FARM), 2001, .., -37.1340, 140.7273
026104, NARACOORTE (VIEW BANK), 2001, .., -36.8465, 140.5592
026105, ROBE AIRFIELD, 2003, .., -37.1776, 139.8054
026106, ROBE (BISCUIT FLAT), 2003, .., -37.1039, 140.0958
026107, WILLALOOKA (NIOKA), 2003, .., -36.4370, 140.3356
026109, LAKE GEORGE (MAHARISHI VEDIC COLLEGE), 2005, .., -37.3822, 139.9450
026110, KINGSTON SE (MOREVIEW), 2005, .., -36.7746, 140.0222
026111, PELICAN POINT, 1984, 2022, -37.9229, 140.4220
026112, MAGPIE CORNER (MURRAY'S COTTAGES), 1990, .., -37.2850, 140.6927
026113, KALANGADOO (MIRNAT), 2008, .., -37.5354, 140.6332
026114, GREENWAYS (CORTINA), 2009, .., -37.2497, 140.1732
026115, PADTHAWAY (SEPPELTS ROAD), 2011, .., -36.6290, 140.5081
026117, MOUNT GAMBIER AERO (AUTO EVAP), 2024, .., -37.7473, 140.7739
027000, AURUKUN SHIRE COUNCIL, 1914, .., -13.3539, 141.7208
027001, BADU MULGRAVE ISLAND, 1913, 1955, -10.0000, 142.1667
027002, BOIGU, 1926, 1953, -9.2333, 142.2167
027003, BOOBY ISLAND LIGHTHOUSE, 1908, 2001, -10.6058, 141.9142
027004, CAPE YORK POST OFFICE, 1887, 1955, -10.7000, 142.5333
027005, COEN POST OFFICE, 1887, 2016, -13.9447, 143.2006
027006, COEN AIRPORT EVAP, 1950, 2017, -13.7642, 143.1178
027007, COWELL CREEK, 1927, 1956, -10.9000, 142.3167
027008, DARNLEY ISLAND SCHOOL, 1915, 1977, -9.6000, 143.7000
027009, DAUAN ISLAND, 1926, 1974, -9.4000, 142.5500
027010, GOODE ISLAND LIGHTHOUSE, 1939, 1973, -10.5667, 142.1500
027011, MABUIAG ISLAND, 1928, 1978, -9.9833, 143.2000
027012, OLD MAPOON, 1893, 2000, -12.0161, 141.9000
027013, MCDONNELL STATION, 1887, 1929, -11.5500, 142.4667
027014, MEIN STATION, 1887, 1929, -13.1833, 142.8000
027015, MORETON TELEGRAPH STATION, 1887, .., -12.4536, 142.6389
027016, MURRAY ISLAND, 1914, 1975, -9.9167, 144.0333
027017, NAGHIR ISLAND, 1947, 1959, -10.2500, 142.4833
027018, SAIBAI ISLAND, 1914, 2001, -9.4000, 142.7000
027019, MOA ISLAND MISSION, 1911, 1974, -10.1833, 142.3333
027020, STEPHEN ISLAND, 1946, 1971, -9.5000, 143.5333
027021, THURSDAY ISLAND TOWNSHIP, 1888, 2007, -10.5831, 142.2203
027022, THURSDAY ISLAND MO, 1950, 1993, -10.5853, 142.2100
027023, WEIPA MISSION STATION, 1914, 1957, -12.7000, 142.1000
027024, WENLOCK POST OFFICE, 1948, 1958, -13.0833, 142.9500
027025, YAM ISLAND SCHOOL, 1932, 1967, -9.9000, 142.7833
027026, YORK ISLAND SCHOOL, 1914, 1977, -9.7500, 143.4167
027027, HORN ISLAND AIRPORT, 1956, 2000, -10.5906, 142.2878
027028, YARRADEN, 1954, 1981, -14.3167, 143.3000
027029, WEIPA 1 COMALCO, 1958, 1967, -12.6850, 141.8917
027030, ELIOT FALLS, 2000, 2004, -11.4011, 142.4092
027031, BAMAGA, 1960, .., -10.8969, 142.3844
027032, STRATHBURN STATION, 1960, .., -14.4783, 142.8264
027033, TURTLE HEAD ISLAND, 1962, 1965, -10.9500, 142.7000
027034, BATAVIA DOWNS STATION, 1961, .., -12.6616, 142.6708
027035, SOMERSET, 1896, 1977, -10.7500, 142.6000
027036, THURSDAY ISLAND RESIDENCY, 1907, 1934, -10.5833, 142.2167
027037, PEAK POINT, 1966, 1979, -10.7167, 142.4333
027038, HIGHBURY STATION, 1966, .., -16.4231, 143.1456
027039, STRATHMAY STATION, 1966, 2010, -14.8856, 142.8019
027040, PERET OUTSTATION, 1966, 1974, -13.7000, 141.5500
027041, GLEN GARLAND STATION, 1967, 1980, -14.8500, 143.2667
027042, WEIPA EASTERN AVE, 1914, .., -12.6267, 141.8836
027043, MERIPAH, 1970, 1990, -13.7458, 142.4275
027044, MERLUNA, 1913, .., -13.0633, 142.4481
027045, WEIPA AERO, 1972, .., -12.6778, 141.9208
027046, DIXIE, 1970, 2005, -15.1139, 143.3100
027047, WATTLE HILLS STN, 1972, 1975, -12.5500, 143.1667
027048, INJINOO AIRPORT, 1944, 2000, -10.9428, 142.4508
027049, ROKEBY NATIONAL PARK, 1973, 2004, -13.6578, 142.6689
027050, HEATHLANDS NATIONAL PARK, 1974, .., -11.7508, 142.5822
027051, ORONERS STATION, 1963, 1970, -15.4167, 142.9000
027052, PROUDFOOT SHOAL, 1887, 1903, -10.5333, 141.4500
027053, WEIPA WEATHER RADAR, 1986, 1987, -12.6792, 141.9236
027054, COCONUT ISLAND, 1987, .., -10.0511, 143.0686
027055, STRATH HAVEN STATION, 1992, 2006, -14.8772, 142.9644
027056, WOLVERTON, 1992, 2007, -13.3181, 142.8911
027057, SCHERGER RAAF BASE, 1993, 1996, -12.6550, 142.0333
027058, HORN ISLAND, 1995, .., -10.5844, 142.2900
027059, NAPRANUM, 1994, 1996, -12.6858, 141.8842
027060, STRATHGORDON, 1996, 2004, -14.7947, 142.4333
027061, SOUTHWELL STATION, 1996, .., -14.5181, 142.0389
027062, PUNSAND BAY, 1996, .., -10.7196, 142.4585
027063, ARCHER RIVER ROADHOUSE, 1997, .., -13.4381, 142.9417
027064, PICCANINNY PLAINS STATION, 1997, .., -13.1325, 142.7872
027065, ELY CAMP, 1997, 2002, -12.4753, 141.9147
027066, SUDLEY STATION, 1997, 2007, -12.7075, 142.3608
027067, KENDALL RIVER STATION, 1997, 2008, -13.7464, 142.1419
027068, WATHANIIN, 1997, 2005, -13.7119, 141.5547
027069, BALURGA STATION, 2004, .., -14.9406, 142.3431
027070, WARRAABAR ISLAND, 1997, .., -10.2083, 142.8222
027071, SKARDON RIVER, 2006, 2011, -11.8517, 142.0356
027072, BRAMWELL, 2004, .., -12.0933, 142.5589
027073, COEN AIRPORT, 2002, .., -13.7606, 143.1183
027074, ALBANY ISLAND, 2003, 2005, -10.7325, 142.6000
027075, SCHERGER RAAF, 2005, .., -12.6167, 142.0869
027076, JARDINE RIVER FERRY, 2007, 2009, -11.1033, 142.2831
027077, WEIPA RADAR, 2015, .., -12.6664, 141.9247
027080, WEIPA AERO (AUTO EVAP), 2024, .., -12.6778, 141.9208
028000, LAURA POST OFFICE, 1897, .., -15.5581, 144.4453
028001, LOCKHART RIVER MISSION, 1928, 1969, -12.9833, 143.5000
028002, MAYTOWN, 1884, 1964, -16.0500, 144.3000
028003, MUNGANA, 1933, 1958, -17.1000, 144.3833
028004, PALMERVILLE, 1889, .., -15.9999, 144.0754
028005, KING JUNCTION, 1912, 2001, -15.8842, 143.5125
028006, WALSH RIVER POST OFFICE, 1896, 1964, -16.6833, 143.9000
028007, MUSGRAVE, 1887, .., -14.7803, 143.5036
028008, LOCKHART RIVER AIRPORT, 1956, .., -12.7850, 143.3047
028009, ROOKWOOD STATION, 1961, .., -17.0472, 144.3489
028010, FAIRVIEW OUTSTATION, 1890, .., -15.4992, 144.2816
028011, KALPOWAR, 1962, 1999, -14.8869, 144.2169
028012, KOOLBURRA, 1964, .., -15.3167, 143.9558
028013, MAITLAND DOWNS STATION, 1965, .., -16.2217, 144.7081
028014, LILYVALE STATION, 1971, .., -14.4894, 143.6775
028015, WROTHAM PARK, 1950, .., -16.6622, 143.9969
028016, MARY VALLEY STATION, 1968, 2000, -15.0439, 143.7614
028017, SILVER PLAINS STATION, 1958, 1999, -13.9772, 143.5500
028018, KALINGA, 1959, 2005, -15.1994, 143.8556
028019, RESTORATION ISLAND, 1971, 2001, -12.6175, 143.4475
028020, MOUNT MULGRAVE, 1972, 2000, -16.3772, 143.9844
028021, CROCKODILE, 1972, 1975, -15.7167, 144.6667
028022, GAMBOOLA STATION, 1972, .., -16.5419, 143.6694
028023, LAKEFIELD NATIONAL PARK, 1973, .., -14.9258, 144.1994
028024, BIZANT, 1973, 2003, -14.7364, 144.1175
028025, PINNACLE, 1970, .., -15.6867, 143.5633
028026, KILLARNEY, 1974, 2004, -15.4258, 143.4947
028027, KIMBA, 1973, .., -15.6119, 143.4786
028028, BULIMBA STATION, 1968, 2001, -16.8717, 143.4733
028029, BATHURST HEADS, 1980, 1981, -14.4000, 144.2167
028030, ST GEORGE, 1980, 1988, -15.5667, 144.0167
028031, VIOLET VALE STATION, 1982, .., -14.7317, 143.5864
028032, NYCHUM STATION, 1992, 2000, -16.8339, 144.4217
028033, FAIRLIGHT, 1994, 2003, -15.7453, 144.0450
028034, MELSONBY STATION, 1995, 2000, -15.2417, 144.8108
028035, LOTUS BIRD LODGE, 2005, .., -14.7117, 143.7303
028036, HICKS ISLAND, 2005, 2008, -11.9833, 143.2500
029000, ALMORA STATION, 1938, .., -18.2952, 139.2828
029001, AUGUSTUS DOWNS STATION, 1889, .., -18.5447, 139.8706
029002, ARIZONA, 1947, 2007, -19.5319, 141.3531
029003, AUCKLAND DOWNS STATION, 1916, 1950, -20.2500, 141.7667
029004, BURKETOWN POST OFFICE, 1886, .., -17.7425, 139.5475
029005, BUNDA BUNDA, 1889, .., -20.0744, 142.2089
029006, CABANDA STATION, 1915, 1985, -20.1833, 141.4500
029007, CANOBIE, 1890, .., -19.4764, 140.9317
029008, CLONCURRY MCILLWRAITH ST, 1884, .., -20.7087, 140.5182
029009, CLONCURRY AERO, 1939, 1975, -20.6717, 140.5083
029010, CONSENTES STATION, 1913, 1948, -20.2667, 141.6167
029011, CROWFELS STATION, 1916, .., -20.1669, 141.8514
029012, CROYDON TOWNSHIP, 1889, .., -18.2044, 142.2447
029013, DONORS HILL STATION, 1889, .., -18.7139, 140.5472
029014, DUNBAR STATION, 1923, .., -16.0414, 142.3786
029015, EDDINGTON STATION, 1890, .., -20.6528, 141.5486
029016, ESMERALDA STATION, 1914, .., -18.8525, 142.5742
029017, EULOLO STATION, 1888, 1976, -21.2333, 141.5500
029018, EUTHELLA STATION, 1930, 1944, -20.0500, 142.3167
029019, GILBERT RIVER POST OFFICE, 1873, 1957, -18.1500, 142.8500
029020, GILLIAT POST OFFICE, 1912, 1978, -20.7000, 141.5000
029021, GLENCOE STATION, 1937, 1955, -17.3667, 141.5000
029022, GRANADA STATION, 1888, .., -20.0919, 140.3675
029023, IFFLEY STATION, 1895, .., -18.8702, 141.2075
029024, CHADSHUNT STATION, 1943, 1973, -18.1333, 142.8500
029025, JULIA CREEK POST OFFICE, 1912, 2011, -20.6569, 141.7458
029026, KAJABBI KALKADOON HOTEL, 1940, 2008, -20.0303, 140.0378
029027, KAMILAROI STATION, 1898, .., -19.3600, 140.0414
029028, KARUMBA AIRPORT, 1938, .., -17.4553, 140.8314
029029, KOOLATAH STATION, 1921, .., -15.8931, 142.4439
029030, LANDS END STATION, 1920, .., -20.4247, 141.4047
029031, LAWN HILL, 1889, .., -18.5806, 138.5811
029032, LORRAINE, 1909, .., -19.0067, 139.8961
029033, MACARONI STATION, 1923, 1941, -16.6500, 141.4500
029034, MCKINLAY ROADHOUSE, 1886, .., -21.2718, 141.2886
029035, MILGARRA, 1930, 1982, -18.2050, 140.8867
029036, MILLUNGERA STATION, 1890, .., -19.8581, 141.5567
029037, MIRANDA DOWNS STATION, 1890, .., -17.3297, 141.8797
029038, KOWANYAMA AIRPORT, 1912, .., -15.4818, 141.7483
029039, MORNINGTON ISLAND, 1914, .., -16.6640, 139.1837
029040, MORSTONE STATION, 1890, .., -19.5261, 138.3664
029041, NORMANTON POST OFFICE, 1872, 2001, -17.6706, 141.0672
029042, OORINDI RAILWAY STATION, 1913, 1956, -20.7000, 141.0667
029043, OXTON DOWNS STATION, 1917, 1955, -20.5500, 141.9333
029044, PROSPECT STATION, 1920, 1964, -18.9167, 142.2500
029045, STRATHMORE, 1921, .., -17.8619, 142.5603
029046, BLACKBULL SIDING, 1999, 2009, -17.9408, 141.7550
029047, UNDILLA STATION, 1892, .., -19.6241, 138.6387
029048, VANROOK STATION, 1921, .., -16.9683, 141.9547
029049, WERRINA STATION, 1934, .., -20.4436, 141.4553
029050, WONDOOLA STATION, 1915, .., -18.5736, 140.8972
029051, ZONIA DOWNS, 1924, .., -20.0158, 141.9050
029052, PORMPURAAW TOWNSHIP, 1952, 2011, -14.8989, 141.6192
029053, DORA VALE STATION, 1930, 1945, -19.4667, 141.2667
029054, INORUNIE STATION, 1926, .., -18.2092, 142.6575
029055, LYRIAN DOWNS STATION, 1916, 1922, -19.4667, 141.2167
029056, MILGERY STATION, 1924, 1930, -21.4333, 141.4167
029057, STIRLING STATION, 1923, .., -17.1833, 141.7108
029058, JULIA CREEK AIRPORT, 2001, .., -20.6672, 141.7214
029059, BANG BANG STATION, 1925, 1937, -18.5333, 140.6500
029060, CORINDA STATION, 1912, 1950, -17.8833, 138.5833
029061, HERBERT VALE, 1890, .., -18.9519, 138.0530
029062, WURUNG STATION, 1913, 1938, -19.2500, 140.6333
029063, NORMANTON AIRPORT, 2001, .., -17.6872, 141.0733
029064, PICKWICK STATION, 1964, 1965, -20.3167, 139.7500
029065, NARDOO STATION, 1964, .., -18.7881, 139.7119
029066, RIVERSLEIGH STATION, 1996, .., -19.0284, 138.7400
029067, GILBERT RIVER, 1965, 1967, -18.1833, 142.8667
029068, PUNJAUB STATION, 1971, 2006, -18.1689, 139.1381
029069, WESTMORELAND STATION, 1965, .., -17.3383, 138.2508
029070, GREEN CREEK, 1873, 1893, -18.0500, 142.0000
029071, FLORAVILLE DOWNS STATION, 1887, 2004, -18.2281, 139.8739
029072, KARUMBA PILOT STATION, 1873, 1939, -17.4667, 140.8333
029073, NORMANTON HOSPITAL, 1893, 1907, -17.6833, 141.0833
029074, WALLABADAH STATION, 1917, 1934, -17.9667, 142.3333
029075, FORT CONSTANTINE STATION, 1888, .., -20.4744, 140.5825
029076, MAGOWRA STATION, 1968, 2010, -17.7792, 140.8794
029077, BURKETOWN AIRPORT, 2001, .., -17.7483, 139.5356
029078, COTSWOLD STATION, 2001, .., -20.2508, 140.6550
029079, KARUMBA LODGE, 1971, 1976, -17.4833, 140.8333
029080, NORFOLK STATION, 1969, .., -19.3142, 138.3322
029081, GREGORY DOWNS STATION, 1969, .., -18.5030, 139.2903
029082, MITTAGONG STATION, 1969, 2002, -18.3883, 142.2586
029083, ARMRAYNALD STATION, 1970, .., -17.6595, 139.7565
029084, CLEANSKIN STATION, 1971, 1971, -19.1000, 140.8833
029085, INKERMAN STATION, 1970, .., -16.2333, 141.4167
029086, COWAN DOWNS STATION, 1970, .., -18.9611, 140.5386
029087, GREGORY DOWNS HOTEL, 1971, 1986, -18.6500, 139.2500
029088, DIPVALE STATION, 1970, 1975, -20.3667, 140.2833
029089, CLONAGH STATION, 1950, .., -20.1412, 140.6808
029090, TOORAK RESEARCH STATION, 1886, 2013, -21.0344, 141.8008
029091, COOLULLAH STATION, 1942, .., -19.8253, 140.1608
029092, BRINARD STATION, 1943, .., -19.8392, 140.9336
029093, DOOMADGEE SHARP STREET, 1945, 1994, -17.9431, 138.8219
029094, MAMMOTH MINE, 1971, 2009, -19.6881, 139.3661
029095, GLENORE STATION, 1972, 1977, -17.8667, 141.1167
029096, ALEHVALE STATION, 1972, 2010, -18.3078, 142.3558
029097, DONALDSON STATION, 1889, 1910, -20.1000, 140.6333
029098, PENOLA DOWNS STATION, 1887, 2013, -21.5169, 141.4478
029099, DALGONALLY STATION, 1950, 2009, -20.1236, 141.3186
029100, GREGORY DOWNS OUTSTATION, 1902, .., -18.6419, 139.2516
029101, LAYCOCKS CREEK 1, 1973, 1986, -18.2167, 142.3833
029102, LAYCOCKS CREEK 2, 1973, 1986, -18.2500, 142.3833
029103, LAYCOCKS CREEK SITE 3, 1973, 1986, -18.2833, 142.4167
029104, CORELLA RIVER, 1957, 1968, -20.4833, 140.3167
029105, CARSLAND, 1954, .., -20.5022, 140.3165
029106, JULIUS DAM, 1973, 2006, -20.1167, 139.7250
029107, JULIUS DAM PIPELINE SITE, 1973, 1975, -20.3000, 139.5833
029108, JULIUS DAM PUMPING SITE 1, 1973, 1993, -20.1661, 139.7328
029109, JULIUS DAM PUMPING SITE 2, 1973, 1993, -20.3833, 139.5167
029110, RUTLAND PLAINS STATION, 1946, .., -15.6386, 141.8228
029111, DELTA DOWNS STATION, 1973, .., -16.9933, 141.3161
029112, LADY ANNIE MINE, 1973, 1982, -19.6667, 139.0500
029113, GUM CREEK STATION, 1972, 2002, -18.0697, 141.6253
029114, MALPAS STATION, 1971, 2002, -19.6028, 142.2394
029115, WATERLOO STATION, 1913, 1924, -15.8333, 141.4167
029116, STRATHFIELD STATION, 1950, 1970, -21.2333, 141.1167
029117, INVERLEIGH STATION, 1934, 1972, -18.0000, 140.5667
029118, CALTON HILLS STATION, 1900, .., -20.1444, 139.4142
029119, MARY KATHLEEN URANIUM, 1955, 1983, -20.7333, 140.0000
029120, SELWYN WRC, 1914, 1990, -21.5333, 140.5000
029121, WEST LEICHHARDT STATION, 1893, .., -20.5958, 139.6939
029122, KURIDALA POST OFFICE, 1911, 1975, -21.2833, 140.5000
029123, LAKE MOONDARRA, 2001, 2008, -20.5833, 139.5767
029124, MALBON RAILWAY STATION, 1919, 1987, -21.0667, 140.3000
029125, MOUNT ISA POST OFFICE, 1926, 1971, -20.7333, 139.4833
029126, MOUNT ISA MINE, 1932, .., -20.7361, 139.4817
029127, MOUNT ISA AERO, 1966, .., -20.6778, 139.4875
029128, MOUNT ISA LIGHTNING, 1969, 2017, -20.7822, 139.4883
029129, DEVONCOURT STATION, 1887, .., -21.2150, 140.2333
029130, MIM RIFLE CREEK, 1970, .., -20.9542, 139.5861
029131, GERETA STATION, 1908, .., -20.0200, 139.8433
029132, MANFRED DOWNS STATION, 1887, .., -20.1400, 141.4300
029133, BLACK GORGE WRC, 1973, 2001, -21.0650, 140.0906
029134, GLEN IDOL WRC, 1973, 1990, -21.2739, 140.8067
029135, GAROMNA STATION, 1950, 1971, -20.7000, 141.8833
029136, FARLEY STATION, 1977, .., -21.3661, 140.4986
029137, NUMIL DOWNS STATION, 1922, .., -19.6661, 141.3961
029138, HIGHTVILLE, 1915, 1919, -20.9167, 139.9500
029139, SWEERS ISLAND, 1893, .., -17.1142, 139.5981
029140, CLONCURRY RIVER, 1973, 1973, -21.1000, 140.3167
029141, CLONCURRY AIRPORT, 1978, .., -20.6664, 140.5050
029142, SAXBY RIVER, 1975, 1993, -19.4567, 141.2083
029143, CLONCURRY, 1958, .., -20.7033, 140.4900
029144, KESWICK STATION, 1980, .., -20.4350, 141.5481
029145, SAXBY RIVER, 1979, 1987, -20.0333, 142.2167
029146, CLONCURRY RIVER, 1975, 1986, -19.4833, 140.9500
029147, WALKERS BEND, 1982, .., -18.1650, 140.8597
029148, MCALLISTER STATION, 1987, .., -18.2431, 140.5283
029149, BURKETOWN AMEX, 1987, 1987, -17.7500, 139.5500
029150, MALVIE DOWNS STATION, 1987, .., -20.8422, 141.4292
029151, KARUMBA RAPTIS, 1988, .., -17.4833, 140.8367
029152, BOODJAMULLA - LAWN HILL NP, 1992, .., -18.7029, 138.4852
029153, BLUE HOLE, 1992, 1996, -18.0722, 138.9322
029154, YAPPAR RIVER, 1992, .., -18.4306, 141.2686
029155, NORMANTON, 1992, .., -17.6667, 141.0867
029156, MUNDJURO STATION, 1993, 2003, -19.2247, 141.6397
029157, BURKETOWN AIRSTRIP, 1993, .., -17.7561, 139.5283
029158, DOOMADGEE TOWNSHIP, 1993, .., -17.9317, 138.8147
029159, ESCOTT STATION, 1993, .., -17.7999, 139.3605
029160, VIOLA STATION, 1994, .., -20.2350, 141.2933
029161, BRIGHTLANDS STATION, 1987, .., -21.0733, 140.2814
029162, MOUNT ISA COMPARISON, 1966, 1998, -20.6786, 139.4831
029163, KINGFISHER CAMP, 1996, .., -17.8684, 138.2856
029164, BOWTHORN STATION, 1997, .., -18.0985, 138.3035
029165, GREGORY TOWNSHIP, 1998, 2004, -18.6517, 139.2539
029166, RIVERSLEIGH TM, 2002, .., -18.9703, 138.8033
029167, CENTURY MINE, 2003, .., -18.7569, 138.7056
029168, DORUNDA STATION, 2003, .., -16.5556, 141.8286
029169, LOTUS VALE, 2004, .., -17.0458, 141.3783
029170, BEAMESBROOK, 2004, .., -17.8999, 139.3250
029171, LAKE JULIUS, 2006, .., -20.1306, 139.7187
029172, LADY ANNIE COPPER MINE, 2007, .., -19.9035, 139.1084
029173, LONGFORD, 2008, .., -20.8606, 141.0650
029174, EDWARD RIVER, 2008, 2010, -14.7328, 141.5692
029180, MOUNT ISA RADAR (TELSTRA HILL), 2012, .., -20.7114, 139.5553
029181, LAKE JULIUS AWS, 2013, .., -20.1167, 139.7256
029182, MORNINGTON ISLAND AIRPORT, 2013, .., -16.6620, 139.1655
029186, MOUNT ISA AERO (AUTO EVAP), 2024, .., -20.6778, 139.4875
030000, ABINGDON DOWNS STATION, 1945, .., -17.6083, 143.1792
030001, AFTON DOWNS STATION, 1890, 1982, -21.0000, 144.0000
030002, BURLINGTON, 1998, 2004, -17.8131, 144.3989
030003, ALDERLEY STATION, 1910, 1945, -20.6000, 144.0000
030004, ARJUNA STATION, 1914, 1956, -21.0167, 143.4000
030005, BLUFF DOWNS STATION, 1904, 1974, -19.6833, 145.5333
030006, BOREMBA STATION, 1941, 2004, -20.6694, 143.7375
